property_value_amt,crdt_line_cnt,derog_cnt,debt_inc_rtio_amt,loan_amt,reason_cde,yoj_amt,mortgage_due_amt,rcnt_crdt_cnt,old_age_trade_amt,job_cde,delingq_cnt,target
0.10425293280293049,0.323943661971831,0.0,0.1721065364040896,0.1948198198198198,0.0,0.04878048780487805,0.14839730607541882,0.0,0.06861278416813199,0.2,0.0,0
0.06252321888315845,0.323943661971831,0.0,0.1733002322856049,0.11036036036036036,0.0,0.24390243902439024,0.1080915853851824,0.0,0.062054937772161374,0.4,0.0,0
0.08750939074829964,0.09859154929577466,0.0,0.1104269228269981,0.5506756756756757,1.0,0.23414634146341468,0.010514054547695897,0.0,0.29349153983032084,0.4,0.0,0
0.16447873533598534,0.18309859154929578,0.0,0.20282158311002896,0.3130630630630631,0.0,0.4634146341463415,0.2516937660854317,0.0,0.17621980894077563,0.0,0.0,0
0.027911014035704305,0.09859154929577466,0.0,0.13694710685562958,0.0686936936936937,0.0,0.0,0.05225076543383809,0.5294117647058824,0.03253053851810464,0.4,0.0,0
0.043883246905033445,0.22535211267605634,0.0,0.15056925423076353,0.17567567567567566,0.0,0.4878048780487805,0.06878463949764393,0.11764705882352941,0.1673914670447814,0.6000000000000001,0.06666666666666667,0
0.0611976049316613,0.0,0.0,0.1511400935116562,0.40202702702702703,0.0,0.6439024390243904,0.08398765242636866,0.4117647058823529,0.26157152260596384,0.4,0.0,0
0.08866989264178113,0.49295774647887325,0.0,0.17205492440490167,0.07094594594594594,1.0,0.36585365853658536,0.15841775957452695,0.058823529411764705,0.197238175337546,0.4,0.0,0
0.16601899496290284,0.15492957746478875,0.0,0.2120220023605795,0.7184684684684685,1.0,0.24390243902439024,0.17037789915141877,0.0,0.11049543788191984,0.2,0.0,0
0.05157628943672021,0.352112676056338,0.02,0.05818997313777744,0.05743243243243243,0.0,0.25414634146341464,0.0984233446628443,0.0588235294117647,0.12954601294180296,0.4,0.08,0
0.12086792332667773,0.23943661971830987,0.1,0.19481903463528438,0.11148648648648649,0.0,0.07317073170731708,0.14704883430149915,0.058823529411764705,0.10851591079298874,0.0,0.06666666666666667,1
0.09992699688292023,0.5915492957746479,0.0,0.18221088971805535,0.16216216216216214,0.0,0.21951219512195122,0.18289403175449762,0.03529411764705882,0.2902581083005077,0.6000000000000001,0.06666666666666667,0
0.08288035626464632,0.15492957746478875,0.0,0.15823529504748848,0.08783783783783784,0.0,0.4634146341463415,0.1541660481978027,0.058823529411764705,0.13883908979215148,0.4,0.0,0
0.1741271763833147,0.28169014084507044,0.0,0.18149071144103315,0.19707207207207206,0.0,0.2731707317073171,0.32887113289239644,0.0,0.19322121338998416,0.0,0.0,0
0.16014454381307427,0.18309859154929578,0.0,0.20629278427451686,0.27702702702702703,0.0,0.5609756097560976,0.2320377773361141,0.0,0.18894297019677408,0.0,0.0,0
0.10260535033830281,0.4507042253521127,0.0,0.20482866192993993,0.2454954954954955,1.0,0.0951219512195122,0.16415379622478218,0.0,0.10508743352264362,0.0,0.13333333333333333,1
0.11513499679800546,0.323943661971831,0.0,0.1980764340021168,0.24436936936936934,0.0,0.024390243902439025,0.18785520029585873,0.29411764705882354,0.19287881758542275,0.0,0.0,0
0.06250670767735689,0.5352112676056339,0.1,0.1900569215416023,0.060810810810810814,0.0,0.024390243902439025,0.11556855947490105,0.3529411764705882,0.08328793090231104,0.4,0.0,1
0.10071835538955243,0.29577464788732394,0.0,0.17860307326623714,0.26914414414414417,0.0,0.24390243902439024,0.1600983176808298,0.0,0.12768565436100202,0.2,0.0,0
0.07901791347892287,0.4647887323943662,0.0,0.2168430454267276,0.13738738738738737,0.0,0.16097560975609757,0.14072661495847663,0.058823529411764705,0.19362566491047975,0.0,0.06666666666666667,1
0.07506112094576187,0.22535211267605634,0.0,0.17420742974302722,0.11711711711711713,1.0,0.17073170731707318,0.12852747385449081,0.0,0.11624428588182326,0.4,0.0,0
0.08297824412761276,0.15492957746478875,0.0,0.15682905697658606,0.09346846846846847,0.0,0.41463414634146345,0.13697303308032716,0.0,0.12149210648481719,0.4,0.0,0
0.04949823624940884,0.23943661971830987,0.8,0.2336928408627558,0.1509009009009009,1.0,0.024390243902439025,0.09289108826200604,0.0,0.1891036770248294,0.4,0.06666666666666667,1
0.17782568648286548,0.2535211267605634,0.0,0.1887306787802862,0.17905405405405406,0.0,0.0,0.23994495417460193,0.058823529411764705,0.1805397571762227,0.0,0.0,0
0.0562595750251501,0.16901408450704225,0.0,0.1937506437319856,0.2162162162162162,0.0,0.07317073170731708,0.08887083099573066,0.0,0.19065842178717018,0.4,0.0,0
0.0670944641465063,0.26760563380281693,0.0,0.07710504898651863,0.4808558558558559,1.0,0.23902439024390248,0.009612893000274222,0.0,0.2652102781667312,0.2,0.0,0
0.04772564036942644,0.14084507042253522,0.0,0.10328649106031221,0.14977477477477477,1.0,0.2682926829268293,0.07703396589070836,0.0,0.09793592374786567,0.4,0.0,0
0.332864729587727,0.29577464788732394,0.0,0.7084479870782001,0.7252252252252251,0.0,0.04878048780487805,0.5109424962325811,0.058823529411764705,0.08457915345530627,0.6000000000000001,0.0,1
0.058522789591807615,0.14084507042253522,0.0,0.09180843804263303,0.18806306306306306,1.0,0.21951219512195122,0.0876481494992289,0.0,0.10432819834083913,0.4,0.0,0
0.034539083793190074,0.16901408450704225,0.0,0.10705017615640877,0.07995495495495496,0.0,0.07317073170731708,0.02225481588077094,0.0,0.22962411852244533,0.4,0.0,0
0.06450692232303232,0.22535211267605634,0.0,0.1872712531359396,0.15878378378378377,0.0,0.6585365853658537,0.11916112979795565,0.058823529411764705,0.22717658670543672,0.0,0.0,0
0.06492441995544335,0.3098591549295775,0.0,0.15756712944987417,0.3051801801801802,0.0,0.4634146341463415,0.1063129108624936,0.11764705882352941,0.15600245688849906,0.2,0.0,0
0.11106852268344836,0.323943661971831,0.0,0.1099727126300821,0.24662162162162163,1.0,0.43902439024390244,0.14247761562013347,0.0,0.538501706649609,0.6000000000000001,0.0,0
0.025946180545317957,0.1971830985915493,0.30000000000000004,0.17829303670551516,0.04954954954954955,0.0,0.17073170731707318,0.04854498386110741,0.1764705882352941,0.1119639123355029,0.4,0.13333333333333333,1
0.05981066364432976,0.26760563380281693,0.0,0.09918463197690594,0.13063063063063063,0.0,0.7073170731707318,0.07043752374291486,0.0,0.19763184471616385,0.4,0.0,0
0.04470526907958283,0.1267605633802817,0.0,0.17563582910931244,0.09234234234234234,1.0,0.029268292682926834,0.14459894285850855,0.011764705882352941,0.07945475745833797,0.4,0.05333333333333333,0
0.15323106606959,0.18309859154929578,0.0,0.14099669567490755,0.1948198198198198,0.0,0.14634146341463417,0.2730076706911169,0.0,0.07997779984767768,0.6000000000000001,0.0,0
0.057170050087922177,0.16901408450704225,0.2,0.16747907929103925,0.10022522522522523,1.0,0.21951219512195122,0.20760377068935587,0.11764705882352941,0.26472831102518957,0.4,0.0,0
0.20142373768883218,0.36619718309859156,0.0,0.20046690573575518,0.14414414414414414,0.0,0.17073170731707318,0.38598243464566134,0.23529411764705882,0.1647635562461609,0.6000000000000001,0.06666666666666667,0
0.06722419504923288,0.323943661971831,0.1,0.19165456890543045,0.1295045045045045,0.0,0.12195121951219512,0.11804159632893653,0.4117647058823529,0.050246801636804436,0.4,0.0,1
0.08639488435669393,0.5070422535211268,0.0,0.20267949983683828,0.14076576576576574,0.0,0.24390243902439024,0.1642594600578132,0.23529411764705882,0.2186024828316503,0.2,0.0,0
0.14926955604905714,0.28169014084507044,0.0,0.13133226861005579,0.2567567567567568,0.0,0.18536585365853658,0.23396236858060765,0.0,0.16627754294299693,0.6000000000000001,0.0,0
0.0936503799346392,0.36619718309859156,0.0,0.1437143065670296,0.13513513513513511,0.0,0.04878048780487805,0.17184209798056288,0.1764705882352941,0.19944189289554587,0.4,0.0,0
0.10429656956112035,0.36619718309859156,0.0,0.16462524574397952,0.08783783783783784,0.0,0.07317073170731708,0.1891835456253915,0.0,0.12329469782483798,0.6000000000000001,0.0,0
0.11866839483954056,0.056338028169014086,0.0,0.28450570540602105,0.26914414414414417,0.0,0.4878048780487805,0.1453582129730029,0.0,0.08685477807351355,1.0,0.0,1
0.13170870930724876,0.38028169014084506,0.0,0.1288125016157448,0.07094594594594594,1.0,0.12195121951219512,0.21692533340713027,0.058823529411764705,0.16638123278213038,0.6000000000000001,0.0,0
0.0334575998131875,0.18309859154929578,0.0,0.10452470463323227,0.07432432432432433,1.0,0.29268292682926833,0.07592701144943104,0.0,0.1544346890625268,0.6000000000000001,0.0,0
0.12133967206386534,0.22535211267605634,0.0,0.19301745097401826,0.14076576576576574,0.0,0.29268292682926833,0.222538095585516,0.1764705882352941,0.17276989599965528,0.4,0.0,0
0.09271277931947886,0.4225352112676056,0.0,0.14504541420449846,0.07094594594594594,0.0,0.0975609756097561,0.11789316380158343,0.23529411764705882,0.17784835273858804,0.4,0.0,0
